customer_id,status,churn_label,churn_category,churn_reason,gender,age,senior_citizen,married,num_dependents,zip_code,account_id,tenure_months,num_referrals,has_internet_service,internet_type,has_unlimited_data,has_phone_service,has_multiple_lines,has_premium_tech_support,has_online_security,has_online_backup,has_device_protection,contract_type,paperless_billing,payment_method,avg_long_distance_fee_monthly,total_long_distance_fee,avg_gb_download_monthly,stream_tv,stream_movie,stream_music,total_monthly_fee,total_charges_quarter,total_refunds,area_id,city,latitutde,longitude,population
0993-OSGPT,Stayed,No,,,Female,78,Yes,Yes,0,96048,JYIE-ZHJDA,68,2,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,40.55,2757.4,20,No,No,No,60.65,3975.9,0.0,1554,Junction City,40.913192,-123.06597,734
1009-IRMNA,Churned,Yes,Attitude,Attitude of support person,Female,27,No,No,0,93041,HYQT-WXXBI,7,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,16.04,112.28,0,No,No,No,20.0,137.6,0.0,618,Port Hueneme,34.110124,-119.100972,25634
1015-OWJKI,Joined,No,,,Male,46,No,No,0,90260,EXEA-ZXPVL,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,5.02,5.02,0,No,No,No,19.05,19.05,0.0,81,Lawndale,33.88856,-118.351813,33300
1017-FBQMM,Stayed,No,,,Female,47,No,Yes,2,95220,HRRH-MXCMD,62,8,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,One Year,Yes,Credit Card,15.05,933.1,23,Yes,Yes,Yes,106.05,6703.5,0.0,1133,Acampo,38.200231,-121.235034,6317
1020-JPQOW,Stayed,No,,,Female,63,No,Yes,0,94508,BDTL-BZSAD,56,1,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,2.8,156.8,20,No,No,No,90.55,5116.6,0.0,929,Angwin,38.542448,-122.419923,3641
1024-GUALD,Churned,Yes,Dissatisfaction,Product dissatisfaction,Female,29,No,Yes,0,91207,EGRB-BBIZC,1,4,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,29,No,No,Yes,24.8,24.8,0.0,185,Glendale,34.182378,-118.262922,9864
1024-KPRBB,Stayed,No,,,Female,63,No,No,0,92101,FNBE-THHAN,38,0,Yes,Fiber Optic,No,Yes,No,No,No,No,No,One Year,Yes,Mailed Check,30.09,1143.42,18,Yes,Yes,Yes,89.1,3342.0,0.0,350,San Diego,32.72523,-117.171346,27505
1027-LKKQQ,Stayed,No,,,Female,35,No,Yes,3,95669,EPQO-GWJDV,72,3,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,12.96,933.12,56,Yes,Yes,Yes,80.45,5886.85,0.0,1382,Plymouth,38.489273,-120.891614,2220
1032-MAELW,Stayed,No,,,Female,57,No,Yes,3,93703,FCFL-GYAXO,68,8,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,7.47,507.96,29,No,Yes,Yes,78.45,5333.35,0.0,823,Fresno,36.768774,-119.762633,31180
1035-IPQPU,Stayed,No,,,Female,77,Yes,Yes,0,92267,HRMS-UYJPX,63,2,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,18.14,1142.82,2,Yes,Yes,Yes,103.5,6479.4,0.0,414,Parker Dam,34.273872,-114.192901,131
1038-RQOST,Stayed,No,,,Male,43,No,Yes,2,95595,JJUM-WJGKM,19,6,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,4.7,89.3,0,No,No,No,20.6,414.95,0.0,1327,Zenia,40.170357,-123.417298,259
1038-ZAGBI,Churned,Yes,Attitude,Attitude of support person,Female,59,No,Yes,0,93711,DMEM-FVFIO,12,1,No,None,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,37.65,451.8,0,No,No,No,19.8,229.6,0.0,828,Fresno,36.833002,-119.82947,36274
1043-UXOVO,Stayed,No,,,Female,25,No,No,0,95830,GORV-OEZVF,71,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,28.4,2016.4,76,Yes,Yes,Yes,113.15,7993.3,0.0,1442,Sacramento,38.490508,-121.284171,592
1043-YCUTE,Churned,Yes,Dissatisfaction,Service dissatisfaction,Male,19,No,Yes,0,94544,FEMB-LHJJU,56,1,No,None,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,13.2,739.2,0,No,No,No,25.15,1327.15,0.0,953,Hayward,37.639215,-122.037554,72993
1045-LTCYT,Stayed,No,,,Female,54,No,Yes,3,95118,IKLA-DDPKG,8,5,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,43.05,344.4,0,No,No,No,21.05,139.75,0.0,1099,San Jose,37.255479,-121.889838,31926
1051-EQPZR,Stayed,No,,,Female,21,No,Yes,2,94305,BGTL-UTPCW,44,1,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,4.17,183.48,0,No,No,No,19.6,780.25,0.0,919,Stanford,37.424342,-122.165641,13386
1053-MXTTK,Stayed,No,,,Female,63,No,Yes,1,91602,GCRB-JUZOL,72,1,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,14.46,1041.12,29,Yes,Yes,Yes,108.65,7726.35,0.0,235,North Hollywood,34.15136,-118.364786,16996
1060-ENTOF,Stayed,No,,,Female,70,Yes,Yes,0,90028,HOHF-IUUYN,67,3,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,2.67,178.89,25,No,Yes,No,105.4,7035.6,0.0,26,Los Angeles,34.099869,-118.326843,30568
1061-PNTHC,Stayed,No,,,Female,36,No,Yes,2,92024,ENNP-XYDKE,56,5,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,13.94,780.64,11,Yes,Yes,Yes,109.6,5953.0,0.0,321,Encinitas,33.054579,-117.25665,47126
1062-LHZOD,Churned,Yes,Competitor,Competitor made better offer,Male,49,No,Yes,0,92121,GMEB-ZTUWT,1,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,4.99,4.99,28,No,No,No,69.9,69.9,0.0,369,San Diego,32.898613,-117.202937,4258
1063-DHQJF,Stayed,No,,,Male,56,No,Yes,3,90604,CCPJ-BGKJQ,69,2,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Two Year,Yes,Mailed Check,20.32,1402.08,56,Yes,No,No,92.15,6480.9,0.0,115,Whittier,33.929704,-118.01208,37887
1066-JKSGK,Churned,Yes,Competitor,Competitor made better offer,Male,29,No,No,0,90024,IDBG-KZZWF,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,33.58,33.58,0,No,No,No,20.15,20.15,0.0,22,Los Angeles,34.066303,-118.435479,44150
1069-QJOEE,Stayed,No,,,Male,47,No,Yes,1,94541,DUFC-VOPKQ,25,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,18.87,471.75,0,No,No,No,19.9,505.45,0.0,951,Hayward,37.674002,-122.076796,60274
1073-XXCZD,Stayed,No,,,Male,54,No,Yes,0,93308,JPBA-JLVPQ,55,1,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,12.21,671.55,0,No,No,No,25.7,1443.65,0.0,694,Bakersfield,35.559617,-118.925185,44915
1074-WVEVG,Stayed,No,,,Female,29,No,Yes,0,90021,JHVP-UOTVB,59,6,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,31.43,1854.37,0,No,No,No,20.35,1267.0,0.0,19,Los Angeles,34.029043,-118.239504,3012
1075-BGWOH,Churned,Yes,Attitude,Attitude of support person,Male,69,Yes,Yes,0,91770,FPVK-BFBER,16,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,15.16,242.56,7,Yes,Yes,No,98.75,1587.55,0.0,274,Rosemead,34.065108,-118.082791,61623
1078-TDCRN,Joined,No,,,Female,75,Yes,Yes,0,91301,AVGO-DCVES,3,7,Yes,DSL,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,3,No,No,No,30.75,82.85,0.0,188,Agoura Hills,34.129058,-118.759788,25303
1080-BWSYE,Stayed,No,,,Male,76,Yes,Yes,0,92618,ILVI-ABIUJ,64,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,29.43,1883.52,0,No,No,No,25.65,1740.8,0.0,530,Irvine,33.667145,-117.732135,6301
1084-UQCHV,Churned,Yes,Attitude,Attitude of support person,Male,35,No,No,0,92305,FIRP-MNGRK,1,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,27.97,27.97,18,No,No,No,69.75,69.75,0.0,429,Angelus Oaks,34.1678,-116.86433,301
1087-UDSIH,Churned,Yes,Attitude,Attitude of support person,Female,38,No,No,0,94520,GXHK-APFXW,3,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,13.28,39.84,0,No,No,No,19.6,59.75,0.0,940,Concord,38.013825,-122.039144,36186
1090-ESELR,Stayed,No,,,Male,47,No,Yes,0,92333,HMBL-XVFWA,72,8,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,27.25,1962.0,19,Yes,Yes,Yes,105.5,7611.55,0.0,445,Fawnskin,34.274846,-116.937581,414
1091-SOZGA,Stayed,No,,,Female,27,No,Yes,0,90623,AZEI-TPCKG,56,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,42.37,2372.72,71,Yes,Yes,Yes,99.8,5515.45,0.0,120,La Palma,33.850504,-118.039892,15505
1092-WPIVQ,Stayed,No,,,Female,33,No,Yes,1,96033,BSXW-LKEEP,18,2,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,39.56,712.08,0,No,No,No,25.1,428.45,14.57,1544,French Gulch,40.740138,-122.587476,373
1095-JUDTC,Churned,Yes,Competitor,Competitor offered higher download speeds,Female,78,Yes,No,0,95258,BUFI-JYCNR,47,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,14.22,668.34,11,Yes,No,No,95.05,4504.55,0.0,1159,Woodbridge,38.169605,-121.310964,4176
1097-FSPVW,Stayed,No,,,Female,42,No,No,0,92268,IOQB-WZKCA,42,0,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,32.16,1350.72,8,No,No,No,54.55,2455.05,0.0,415,Pioneertown,34.201108,-116.593456,354
1099-BTKWT,Stayed,No,,,Female,58,No,Yes,0,92692,ENRL-KQYYB,68,8,Yes,DSL,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0.0,11,Yes,Yes,Yes,54.4,3723.65,25.62,560,Mission Viejo,33.60693,-117.644253,46227
1099-GODLO,Joined,No,,,Female,62,No,Yes,3,94709,EVRB-CYLIM,1,9,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,30.09,30.09,0,No,No,No,20.35,20.35,0.0,1016,Berkeley,37.878554,-122.26609,10147
1104-FEJAM,Stayed,No,,,Male,52,No,Yes,2,93261,CPCG-PQQSG,28,2,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,9.31,260.68,19,No,Yes,Yes,64.4,1802.15,0.0,670,Richgrove,35.809921,-119.127437,2956
1106-HRLKZ,Stayed,No,,,Male,21,No,Yes,1,94561,ILLZ-NWRQC,40,9,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,22.96,918.4,0,No,No,No,19.6,808.95,0.0,966,Oakley,37.999406,-121.686241,27607
1110-KYLGQ,Stayed,No,,,Female,46,No,No,0,95008,AYTJ-PGIRY,63,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,5.17,325.71,16,Yes,Yes,Yes,108.25,6780.1,0.0,1064,Campbell,37.279689,-121.954567,44976
1113-IUJYX,Churned,Yes,Competitor,Competitor offered higher download speeds,Female,59,No,Yes,0,91306,HMMZ-PSOIF,14,3,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,One Year,No,Credit Card,5.63,78.82,23,Yes,Yes,Yes,105.95,1348.9,0.0,192,Winnetka,34.209532,-118.577563,43857
1114-CENIM,Churned,Yes,Other,Don't know,Male,43,No,No,2,92582,CDKV-GMKNB,54,0,Yes,Cable,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Credit Card,6.7,361.8,16,No,No,No,55.0,3092.65,0.0,513,San Jacinto,33.806708,-117.02007,4456
1120-BMWUB,Churned,Yes,Other,Don't know,Female,36,No,No,0,90056,IDCT-TJCDR,16,0,Yes,DSL,No,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,6.86,109.76,8,No,No,No,53.9,834.15,0.0,47,Los Angeles,33.987945,-118.370442,8115
1122-YJBCS,Stayed,No,,,Male,36,No,Yes,0,90032,DOYG-MYWSU,69,7,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card,14.18,978.42,16,No,No,No,53.65,3804.4,0.0,29,Los Angeles,34.078821,-118.177576,46960
1125-SNVCK,Stayed,No,,,Female,78,Yes,No,0,90040,AYIV-MIGQO,49,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Two Year,No,Credit Card,35.65,1746.85,3,No,No,No,43.8,2106.05,20.45,37,Los Angeles,33.994524,-118.149953,9805
1131-ALZWV,Stayed,No,,,Female,58,No,No,0,94580,JUCM-ZBBPH,24,0,No,None,No,Yes,Yes,No,No,No,No,One Year,No,Bank Withdrawal,42.66,1023.84,0,No,No,No,24.6,605.25,0.0,981,San Lorenzo,37.676249,-122.132415,26240
1133-KXCGE,Stayed,No,,,Female,38,No,No,0,93552,AKJX-SJSCD,18,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Mailed Check,18.8,338.4,0,No,No,No,20.1,407.05,0.0,760,Palmdale,34.557711,-118.029441,25370
1134-YWTYF,Stayed,No,,,Male,32,No,Yes,0,93725,CMFV-MLARS,27,1,Yes,DSL,Yes,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,41.48,1119.96,15,No,No,No,53.8,1389.85,0.0,832,Fresno,36.623632,-119.741322,21010
1139-WUOAH,Stayed,No,,,Male,33,No,No,0,95251,FYSQ-TTAID,57,0,Yes,DSL,No,No,No,Yes,No,No,Yes,Two Year,No,Credit Card,0.0,0.0,28,Yes,Yes,Yes,53.35,3090.05,0.0,1154,Vallecito,38.055562,-120.456298,460
1143-NMNQJ,Churned,Yes,Attitude,Attitude of service provider,Female,39,No,No,0,95006,DTHN-JSVJX,2,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,14.07,28.14,6,No,Yes,Yes,85.7,169.8,0.0,1062,Boulder Creek,37.171727,-122.142961,10520
1150-FTQGN,Stayed,No,,,Female,35,No,Yes,3,95962,DRKQ-EJKOS,60,1,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,48.04,2882.4,76,Yes,No,No,94.15,5811.8,0.0,1496,Oregon House,39.342587,-121.249833,1519
1153-GNOLC,Stayed,No,,,Male,62,No,No,0,92707,BMRJ-GGAGD,33,0,Yes,DSL,Yes,No,No,No,No,Yes,No,One Year,Yes,Bank Withdrawal,0.0,0.0,30,Yes,No,No,39.1,1309.0,0.0,567,Santa Ana,33.714829,-117.872941,62634
1163-ONYEY,Stayed,No,,,Male,61,No,Yes,2,92384,FHWI-RUNKG,41,4,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,28.55,1170.55,20,Yes,No,No,74.55,3023.55,0.0,471,Shoshone,35.924252,-116.188668,87
1171-TYKUR,Stayed,No,,,Male,20,No,Yes,0,90010,AXAL-YHRBL,47,1,No,None,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,10.07,473.29,0,No,No,No,25.4,1139.2,0.0,9,Los Angeles,34.062125,-118.315709,1957
1173-XZPYF,Stayed,No,,,Female,60,No,No,0,90501,IQUO-CJPLU,11,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,10.95,120.45,29,Yes,No,No,89.2,990.3,0.0,107,Torrance,33.833699,-118.314387,40705
1177-XZBJL,Stayed,No,,,Male,35,No,Yes,2,95968,BRJS-JJSHN,53,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,37.57,1991.21,15,No,No,No,64.15,3491.55,0.0,1500,Palermo,39.435756,-121.552071,1254
1179-INLAT,Joined,No,,,Male,33,No,No,0,95050,GEER-JDVFM,3,0,No,None,No,Yes,No,No,No,No,No,One Year,Yes,Credit Card,2.78,8.34,0,No,No,No,19.45,69.25,0.0,1082,Santa Clara,37.351214,-121.952417,36349
1193-RTSLK,Churned,Yes,Competitor,Competitor offered higher download speeds,Female,26,No,No,0,96039,AOFG-EHHQC,38,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,36.18,1374.84,48,No,No,Yes,83.9,3233.6,0.0,1549,Happy Camp,41.831901,-123.487478,1294
1197-BVMVG,Stayed,No,,,Female,65,Yes,No,0,93626,HITZ-FCHKY,4,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,4.29,17.16,7,No,No,No,74.45,294.45,0.0,788,Friant,37.027663,-119.69056,1125
1212-GLHMD,Joined,No,,,Male,54,No,No,0,93660,CJNJ-VZJZF,3,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,18.26,54.78,29,No,Yes,Yes,86.05,244.85,0.0,811,San Joaquin,36.600193,-120.153393,4318
1215-VFYVK,Stayed,No,,,Female,19,No,No,0,95321,JFJN-HBGKI,4,0,Yes,Cable,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Mailed Check,0.0,0.0,30,No,Yes,Yes,48.25,202.25,0.0,1174,Groveland,37.902968,-119.667544,3680
1216-BGTSP,Stayed,No,,,Male,30,No,No,0,92251,EZAI-QEXLJ,45,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,5.97,268.65,73,Yes,Yes,Yes,108.45,4964.7,0.0,402,Imperial,32.858595,-115.662709,14546
1216-JWVUX,Stayed,No,,,Male,51,No,Yes,3,93451,DBSL-DBBEF,25,4,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,4.46,111.5,58,No,No,No,75.5,1901.05,0.0,723,San Miguel,35.886767,-120.608661,2666
1218-VKFPE,Churned,Yes,Competitor,Competitor made better offer,Female,48,No,Yes,0,92805,DVVU-UFILC,12,1,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,19.48,233.76,0,No,No,No,19.0,233.55,0.0,574,Anaheim,33.830209,-117.906099,68802
1219-NNDDO,Stayed,No,,,Female,51,No,No,0,90015,IZBO-TESQA,9,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,42.41,381.69,8,No,No,No,76.85,663.55,0.0,14,Los Angeles,34.039224,-118.266293,15140
1222-KJNZD,Stayed,No,,,Male,61,No,Yes,1,90274,CSUS-DXBPX,40,2,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1.89,75.6,0,No,No,No,20.4,745.3,0.0,88,Palos Verdes Peninsula,33.788208,-118.404955,24979
1223-UNPKS,Stayed,No,,,Male,55,No,Yes,1,96136,BENL-FXCOY,20,4,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,3.87,77.4,0,No,No,No,20.05,400.0,0.0,1617,Wendel,40.345949,-120.081187,162
1228-FZFRV,Churned,Yes,Price,Extra data charges,Male,37,No,Yes,0,90007,GCYC-PHXTN,50,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,No,Credit Card,20.88,1044.0,13,Yes,Yes,Yes,105.95,5341.8,0.0,7,Los Angeles,34.027337,-118.28515,45025
1228-ZLNBX,Stayed,No,,,Male,25,No,No,0,95230,KBSV-UEPYH,21,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,3.26,68.46,51,No,No,No,75.3,1570.7,0.0,1141,Farmington,37.956963,-120.863055,596
1240-KNSEZ,Churned,Yes,Price,Long distance charges,Male,63,No,No,0,92127,FXYQ-LZGLI,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,40.83,40.83,0,No,No,No,20.1,20.1,0.0,374,San Diego,33.017518,-117.118456,20046
1241-FPMOF,Stayed,No,,,Male,31,No,No,0,90740,AXFR-QWPFD,52,0,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,21.98,1142.96,0,No,No,No,19.65,1025.05,0.0,143,Seal Beach,33.75462,-118.071128,24180
1247-QBVSH,Stayed,No,,,Female,41,No,Yes,2,93453,HBEB-ADGTP,43,1,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Month-to-Month,No,Mailed Check,14.64,629.52,19,No,No,No,50.2,2169.4,0.0,725,Santa Margarita,35.303926,-120.256567,2687
1258-YMZNM,Stayed,No,,,Female,70,Yes,No,0,94037,FDRF-WMQBG,27,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,35.76,965.52,4,Yes,Yes,No,110.5,2857.6,0.0,872,Montara,37.540582,-122.509594,2346
1264-BYWMS,Churned,Yes,Competitor,Competitor offered more data,Male,40,No,No,0,95329,FYGJ-VHWYA,55,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,47.38,2605.9,29,Yes,Yes,Yes,96.8,5283.95,0.0,1182,La Grange,37.666587,-120.411517,1749
1265-HVPZB,Stayed,No,,,Male,49,No,Yes,0,91306,HIXY-PIAEZ,59,3,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,16.06,947.54,4,Yes,No,No,66.4,3958.2,0.0,192,Winnetka,34.209532,-118.577563,43857
1265-XTECC,Churned,Yes,Attitude,Attitude of service provider,Female,68,Yes,Yes,0,93638,HRAO-UMFLE,68,5,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,1.98,134.64,19,No,Yes,No,96.55,6581.9,0.0,796,Madera,37.004068,-119.930027,49247
1269-FOYWN,Stayed,No,,,Male,23,No,Yes,3,95559,ISVQ-QJRWV,44,2,No,None,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,36.86,1621.84,0,No,No,No,20.0,860.85,0.0,1313,Phillipsville,40.184094,-123.745487,163
1270-XKUCC,Stayed,No,,,Female,24,No,Yes,1,92122,CBNK-OQALZ,30,1,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,12.85,385.5,0,No,No,No,19.7,599.25,49.79,370,San Diego,32.85723,-117.209774,34902
1271-SJBGZ,Churned,Yes,Competitor,Competitor had better devices,Male,77,Yes,No,0,94933,HYYO-YBBEB,12,0,Yes,DSL,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,10,No,Yes,No,43.65,526.95,0.0,1035,Forest Knolls,38.010092,-122.689442,1025
1271-UODNO,Stayed,No,,,Male,60,No,No,0,95118,IFIG-KGXSH,39,0,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,5.4,210.6,16,No,No,No,53.85,2200.7,46.66,1099,San Jose,37.255479,-121.889838,31926
1272-ILHFG,Stayed,No,,,Male,48,No,Yes,3,90631,EBGF-XTEFL,15,1,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,17.28,259.2,0,No,No,No,19.65,332.65,0.0,122,La Habra,33.940619,-117.9513,67354
1291-CUOCY,Stayed,No,,,Male,55,No,Yes,0,95494,IWAZ-LAMDR,72,7,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,4.32,311.04,18,Yes,Yes,Yes,110.6,7962.2,0.0,1282,Yorkville,38.888351,-123.239647,335
1297-VQDRP,Stayed,No,,,Male,80,Yes,Yes,1,92610,GGVS-BUEWS,68,0,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,32.11,2183.48,12,Yes,Yes,No,107.15,7379.8,0.0,527,Foothill Ranch,33.698728,-117.67768,10936
1301-LOPVR,Stayed,No,,,Male,62,No,Yes,3,91605,GGEI-KJYOA,29,6,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.0,0.0,57,No,Yes,Yes,55.35,1636.95,0.0,237,North Hollywood,34.207295,-118.400022,57146
1302-UHBDD,Stayed,No,,,Male,70,Yes,No,0,92694,JAFJ-SXGTM,20,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,48.46,969.2,23,Yes,Yes,No,89.95,1648.45,0.0,561,Ladera Ranch,33.569186,-117.640055,350
1304-BCCFO,Stayed,No,,,Male,24,No,Yes,0,92374,GLJX-AMCPE,9,2,Yes,Cable,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,14.91,134.19,82,Yes,Yes,Yes,70.05,564.4,0.0,467,Redlands,34.064073,-117.166158,36675
1307-ATKGB,Stayed,No,,,Male,21,No,No,0,95054,CLRT-OJTLO,24,0,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,27.91,669.84,59,No,Yes,Yes,89.55,2187.15,0.0,1084,Santa Clara,37.393554,-121.965114,13031
1307-TVUFB,Stayed,No,,,Male,66,Yes,No,0,93460,JEZJ-NSBPV,42,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,One Year,Yes,Bank Withdrawal,13.51,567.42,19,No,No,No,79.35,3344.1,0.0,729,Santa Ynez,34.630356,-120.032564,5710
1309-XGFSN,Stayed,No,,,Male,72,Yes,Yes,1,92372,KGFB-WMRTH,52,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,7.04,366.08,22,Yes,Yes,Yes,80.85,4079.55,0.0,465,Pinon Hills,34.459322,-117.629729,4280
1320-REHCS,Stayed,No,,,Male,75,Yes,No,0,90301,AEKV-YJJYC,52,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,23.04,1198.08,25,Yes,Yes,Yes,110.75,5832.0,6.26,97,Inglewood,33.956445,-118.358634,37527
1324-NLTJE,Churned,Yes,Other,Don't know,Female,73,Yes,No,0,94608,HGHZ-VWJSN,15,0,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Credit Card,17.19,257.85,19,No,No,No,55.0,757.1,0.0,1001,Emeryville,37.83726,-122.287648,24589
